CBSeg2003,CBSeg2003Description,Station,Latitude,Longitude,FieldActivityId,SampleDate,SampleTime,Layer,TotalDepth,BiologicalEventId,Source,SampleReplicate,IBIParameter,IBIValue,ProjectIdentifier,Units,SampleVolume,PDepth,Salzone
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,PCT_TRICHOPTERA_R,8.0,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,PLECOPTERA_TAXA_CNT,3.0,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,PLECOPTERA_TAXA_CNT_R,3.0,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,RATIO_SC_TO_CF,0.5,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,RATIO_SC_TO_CF_R,0.667,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,RATIO_SC_TO_SH,200.356,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,RATIO_SC_TO_SH_R,439.80499,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,RATIO_SH_TO_CG,0.909,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,RATIO_SH_TO_CG_R,1.079,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,SCRAPER_TAXA_CNT,4.0,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,SCRAPER_TAXA_CNT_R,3.0,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,SENSITIVE_TAXA_COUNT,10.0,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,SENSITIVE_TAXA_COUNT_R,9.0,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,SIMPSON_DIVERSITY,0.8377,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,SIMPSON_DIVERSITY_R,0.8212,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,SW,2.84,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,TAXA_RICH,23.0,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,TAXA_RICH_R,21.0,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,TOLERANT_TAXA_COUNT,3.0,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,TOLERANT_TAXA_COUNT_R,3.0,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,TOT_ABUND,931.52002,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,TOT_BIOMASS_G,1.14,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,TOTAL_ABUNDANCE,229.0,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,TOTAL_ABUNDANCE_R,100.0,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,TOTAL_SCORE,3.4,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,TOTAL_SCORE,48.52,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,TRICHOPTERA_TAXA_CNT,5.0,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,TRICHOPTERA_TAXA_CNT_R,5.0,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,TRICHOPTERA_TAXA_COUNT_NO_HYDR,4.0,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11611,39.1635,-76.30049,215687,9/1/2004,17:35:00,,8.5,68892,VERSAR/EME/BEL,S1,TRICHOPTERA_TAXA_COUNT_NO_R,0.0,BEN,,,,
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,ASPT_MOD,5.9,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,ASPT_MOD_R,6.1,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,BECK,1.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,BECK_R,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,DIPTERA_TAXA_CNT,4.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,DIPTERA_TAXA_CNT_R,3.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,EPHEMEROPTERA_TAXA_CNT,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,EPHEMEROPTERA_TAXA_CNT_R,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,EPT_TAXA_ABUND,21.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,EPT_TAXA_ABUND_R,11.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,EPT_TAXA_COUNT,1.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,EPT_TAXA_COUNT_NO_TOL,1.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,EPT_TAXA_COUNT_NO_TOL_R,1.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,EPT_TAXA_COUNT_R,1.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,FBI,6.4,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,FBI_R,6.42,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,FSW,1.1568,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,FSW_R,1.1673,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,GOLD,0.2564,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,GOLD_R,0.26,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,MARGALEFS,1.2832,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,MARGALEFS_R,1.3029,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,NCO_TAXA_CNT,6.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,NCO_TAXA_CNT_R,5.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,NON_INSECT_TAXA_CNT,2.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,NON_INSECT_TAXA_CNT_R,2.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_BURROWER,72.65,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_BURROWER_R,71.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_CARN_OMN,22.13,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_CHIRONOMIDAE,66.24,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_CHIRONOMIDAE_R,65.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_CLIMB,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_CLIMB_R,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_CLING,29.06,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_CLING_R,32.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_CLINGER_TAXA,50.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_CLINGER_TAXA_R,57.14,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_COLLECT,94.44,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_COLLECT_R,95.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_DEPO,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_DIPTERA,73.5,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_DIPTERA_R,73.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_DOM1,66.24,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_DOM1_R,65.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_DOM2,80.77,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_DOM2_R,78.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_DOM3,89.74,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_DOM3_R,89.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_EPHEMEROPTERA,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_EPHEMEROPTERA_R,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_EPT,8.97,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_EPT_R,11.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_EPT_TAXA_RICH,12.5,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_EPT_TAXA_RICH_R,14.29,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_FILTERERS,10.68,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_FILTERERS_R,14.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_GATHER,83.76,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_GATHER_R,81.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_LIMESTONE,2.14,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_LIMESTONE_R,2.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_NET_CADDISFLY,8.97,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_NET_CADDISFLY_R,11.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_NON_INSECT,2.99,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_NON_INSECT_R,3.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_PI_O_ABUND,87.7,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_PLECOPTERA,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_PLECOPTERA_R,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_PREDATOR,3.85,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_PREDATOR_R,5.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_PS_O_ABUND,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_SCRAPER,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_SCRAPER_R,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_SENSITIVE,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_SENSITIVE_R,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_SHREDDER,1.71,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_SHREDDER_R,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_SIMULIIDAE,1.71,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_SIMULIIDAE_R,3.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_SWIMMER,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_SWIMMER_R,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_TANYPODINI,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_TOLERANT,67.09,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_TOLERANT_R,66.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_TRICHOPTERA,8.97,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_TRICHOPTERA_NO_TOL,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_TRICHOPTERA_NO_TOL_R,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PCT_TRICHOPTERA_R,11.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PLECOPTERA_TAXA_CNT,0.0,BEN,Centimeter,10.0,5.7,O
CB3MH ,Chesapeake Bay-Mesohaline Region,11626,39.16979,-76.43219,215690,9/2/2004,07:05:00,B ,5.7,68893,VERSAR/EME/BEL,S1,PLECOPTERA_TAXA_CNT_R,0.0,BEN,Centimeter,10.0,5.7,O
